Id,ChainName,Name,Latitude,Longitude,Address
6338306875,McDonald's,McDonald's,32.8225001,-117.1010849,10595 Tierrasanta Boulevard San Diego
6434425810,McDonald's,McDonald's,38.4387414,-121.3966911,8361 Sheldon Road Elk Grove
6509035073,McDonald's,McDonald's,37.6087262,-120.9383664,1500 Mitchell Road Ceres
6536141316,McDonald's,McDonald's,38.6548815,-121.3834978,4957 Watt Avenue North Highlands
6546782103,McDonald's,McDonald's,34.0803094,-117.7185945,860 Indian Hill Boulevard Claremont
6567050722,McDonald's,McDonald's,38.7078349,-121.3124297,7850 Lichen Drive Citrus Heights
6594591083,McDonald's,McDonald's,36.3276916,-119.650545,335 West Lacey Boulevard Hanford
6594791878,McDonald's,McDonald's,36.0799135,-119.0472527,1355 West Henderson Avenue Porterville
6643020481,McDonald's,McDonald's,33.8730381,-118.393709,1203 Artesia Boulevard Manhattan Beach
6709187219,McDonald's,McDonald's,38.7044561,-121.2714595,7632 Sunrise Boulevard Citrus Heights
6709187229,McDonald's,McDonald's,38.7415689,-121.2268138,8660 Sierra College Boulevard Roseville
6768398986,McDonald's,McDonald's,34.1392294,-117.9809391,1122 East Huntington Drive Duarte
6771875137,McDonald's,McDonald's,33.9167298,-118.308294,1747 West El Segundo Boulevard Gardena
6783209471,McDonald's,McDonald's,35.3535486,-119.019637,11 South Chester Avenue Bakersfield
6813394549,McDonald's,McDonald's,38.3448703,-122.7110158,
6853390910,McDonald's,McDonald's,34.2794324,-118.874198,501 New Los Angeles Moorpark
6855980755,McDonald's,McDonald's,36.6728629,-121.6293131,840 East Alisal Street Salinas
6959320979,McDonald's,McDonald's,37.6784253,-120.958126,2601 Oakdale Road Modesto
6959330752,McDonald's,McDonald's,39.3207812,-120.208727,11420 Deerfield Drive Truckee
6959335351,McDonald's,McDonald's,37.4573936,-121.910989,1854 North Milpitas Boulevard Milpitas
6959338200,McDonald's,McDonald's,37.300016,-120.4943749,1060 West 13th Street Merced
6959343524,McDonald's,McDonald's,36.7655573,-119.736042,4803 East McKinley Fresno
6959345704,McDonald's,McDonald's,37.7008073,-121.0739493,4230 Salida Boulevard Salida
6959345718,McDonald's,McDonald's,37.5249062,-122.281858,522 El Camino Real Belmont
6959350147,McDonald's,McDonald's,37.670753,-122.1207538,18708 Hesperian Boulevard Hayward
6959350148,McDonald's,McDonald's,37.689164,-122.0631185,2905 Grove Way Castro Valley
6959355617,McDonald's,McDonald's,36.7794237,-119.8617464,3798 West Shields Avenue Fresno
6959355927,McDonald's,McDonald's,37.6439763,-122.4036196,381 South Airport Boulevard South San Francisco
6959356767,McDonald's,McDonald's,37.3185315,-120.4732955,206 West Olive Avenue Merced
6959367098,McDonald's,McDonald's,37.5407588,-121.266371,4561 Howard Road Westley
6959368150,McDonald's,McDonald's,37.2593723,-120.9997997,430 1st Avenue Gustine
6959370158,McDonald's,McDonald's,36.9752915,-121.963683,1760 41st Avenue Capitola
6959370289,McDonald's,McDonald's,38.1131148,-121.3072777,1613 Lower Sacramento Road Lodi
6959372193,McDonald's,McDonald's,37.8492783,-122.2860423,6623 San Pablo Avenue Oakland
6959372416,McDonald's,McDonald's,37.4792611,-122.224271,185 Chestnut Street Redwood City
6959374048,McDonald's,McDonald's,37.6920803,-122.0897475,1620 Strobridge Avenue Castro Valley
6959378225,McDonald's,McDonald's,39.1572894,-122.1460336,
6961286128,McDonald's,McDonald's,32.5450236,-117.0387107,4449 Camino de la Plaza San Diego
6961286130,McDonald's,McDonald's,32.9802968,-117.2495297,2705 Via de la Valle Del Mar
6961286131,McDonald's,McDonald's,34.0477536,-117.2416064,25775 Barton Road Loma Linda
6961331805,McDonald's,McDonald's,32.7428814,-117.0438042,7164 Broadway Lemon Grove
6961339512,McDonald's,McDonald's,34.2439639,-117.2778618,24078 Lake Drive Crestline
6961354018,McDonald's,McDonald's,33.0714643,-117.0705673,3400 Del Lago Boulevard Escondido
6961359563,McDonald's,McDonald's,34.0478447,-117.309428,1201 South Mount Vernon Avenue Colton
6964848830,McDonald's,McDonald's,33.6216093,-117.6607284,26902 Trabuco Road Mission Viejo
6964901051,McDonald's,McDonald's,33.6159338,-117.7079085,23861 Bridger Road Lake Forest
6982286013,McDonald's,McDonald's,38.4135348,-122.7130468,2642 Santa Rosa Avenue Santa Rosa
7005597486,McDonald's,McDonald's,38.474858,-121.4470779,4731 Mack Road Sacramento
7097453202,McDonald's,McDonald's,33.9807225,-117.9733187,3123 Hacienda Boulevard Hacienda Height
7106318762,McDonald's,McDonald's,38.6179424,-121.3670424,4121 Marconi Avenue Sacramento
7106416131,McDonald's,McDonald's,33.1938543,-117.235204,827 South Santa Fe Avenue Vista
7141562423,McDonald's,McDonald's,38.5589081,-121.4385179,5525 Folsom Boulevard Sacramento
7141589501,McDonald's,McDonald's,36.7119179,-119.5575611,295 Academy Avenue Sanger
7280120017,McDonald's,McDonald's,38.2787227,-122.0348419,
7344314585,McDonald's,McDonald's,35.2953619,-119.0206354,1607 Panama Lane Bakersfield
7409729834,McDonald's,McDonald's,39.1421488,-121.6550715,1080 Harter Road Yuba City
7519631430,McDonald's,McDonald's,38.2527979,-121.2946575,324 Pine Street Galt
